split,seq_id,frame_idx,active_points_forward_sensor,road_count,marking_count,other_count,ignored_count,raw_8_count,raw_9_count,raw_10_count
training,052,0,66381,27997,7858,29920,606,302,28,7528
training,052,1,66729,27369,7806,31092,462,358,15,7433
training,052,2,68028,27361,7953,31925,789,441,24,7488
training,052,3,66393,28748,7045,30020,580,536,5,6504
training,052,4,66121,30236,5503,30017,365,626,22,4855
training,052,5,64260,31112,3852,29280,16,818,28,3006
training,052,6,63379,30152,2469,30745,13,873,30,1566
training,052,7,58237,25916,1719,30596,6,765,17,937
training,052,8,59607,28078,1188,30336,5,777,34,377
training,052,9,64193,31473,967,31744,9,850,27,90
training,052,10,64853,33338,1055,30452,8,914,26,115
training,052,11,64684,33597,1100,29973,14,960,35,105
training,052,12,63453,32903,1175,29371,4,1002,52,121
training,052,13,62365,31827,1211,29323,4,995,46,170
training,052,14,59513,31862,1109,26531,11,907,47,155
training,052,15,58153,31834,1144,25170,5,909,65,170
training,052,16,58635,31856,1230,25544,5,942,66,222
training,052,17,60100,32339,1245,26509,7,966,43,236
training,052,18,60149,32748,1387,26004,10,1044,68,275
training,052,19,60347,32957,1383,25997,10,1012,62,309
training,052,20,60693,33167,1360,26153,13,914,64,382
training,052,21,61784,33188,1442,27141,13,947,78,417
training,052,22,61054,33311,1577,26143,23,1009,61,507
training,052,23,61070,33135,1659,26254,22,966,93,600
training,052,24,61837,33098,1801,26919,19,998,82,721
training,052,25,63037,32476,2208,28326,27,1022,124,1062
training,052,26,61968,32138,2281,27519,30,969,75,1237
training,052,27,62154,32860,1347,27933,14,972,115,260
training,052,28,62632,32832,1378,28398,24,1007,92,279
training,052,29,64324,32735,1395,30177,17,982,103,310
training,052,30,63639,32759,1395,29467,18,986,154,255
training,052,31,63617,32130,1476,29991,20,1027,149,300
training,052,32,63757,31467,1490,30776,24,1000,147,343
training,052,33,65387,31276,1476,32603,32,963,155,358
training,052,34,64598,31370,1445,31750,33,959,136,350
training,052,35,64864,31802,1495,31529,38,959,151,385
training,052,36,64657,31645,1513,31463,36,945,167,401
training,052,37,65758,31983,1513,32198,64,941,166,406
training,052,38,64378,32123,1572,30621,62,970,176,426
training,052,39,64554,32818,1704,29981,51,981,241,482
training,052,40,66023,33594,1763,30637,29,999,248,516
training,052,41,64644,33785,1848,28983,28,1061,227,560
training,052,42,64684,33949,1920,28772,43,1107,260,553
training,052,43,64819,34159,1961,28654,45,1163,235,563
training,052,44,66315,34517,2031,29711,56,1260,233,538
training,052,45,64915,34607,2122,28156,30,1353,207,562
training,052,46,64563,34673,2149,27718,23,1376,219,554
training,052,47,62393,35172,2047,25160,14,1449,95,503
training,052,48,63549,35795,2126,25620,8,1458,91,577
training,052,49,63917,36200,2207,25508,2,1510,98,599
training,052,50,63506,36004,2251,25240,11,1587,106,558
training,052,51,63450,36190,2177,25080,3,1674,159,344
training,052,52,64124,36239,2312,25564,9,1783,129,400
training,052,53,62335,36037,2522,23770,6,1897,164,461
training,052,54,61864,35744,2617,23497,6,1911,178,528
training,052,55,61220,35291,2656,23269,4,1839,188,629
training,052,56,61230,34910,2757,23551,12,1829,237,691
training,052,57,59475,34756,2900,21812,7,1821,249,830
training,052,58,59067,34317,3135,21606,9,1779,251,1105
training,052,59,58486,33608,3170,21694,14,1683,326,1161
training,052,60,58834,32545,3350,22933,6,1679,412,1259
training,052,61,58368,32211,3362,22787,8,1411,483,1468
training,052,62,58627,31673,3726,23218,10,1331,576,1819
training,052,63,59097,31388,4144,23557,8,1243,665,2236
training,052,64,61582,31348,4359,25865,10,984,794,2581
training,052,65,61200,31254,4748,25195,3,546,903,3299
training,052,66,61664,31631,4482,25546,5,288,1022,3172
training,052,67,61834,30723,4013,27091,7,349,1066,2598
training,052,68,63183,29304,3982,29894,3,367,1119,2496
training,052,69,63818,29025,3871,30908,14,432,1109,2330
training,052,70,65868,29074,3368,33391,35,289,1116,1963
training,052,71,69443,29632,3029,36745,37,395,1037,1597
training,052,72,68948,30415,2865,35618,50,398,1048,1419
training,052,73,69507,31004,2919,35532,52,265,1040,1614
training,052,74,70196,31762,3177,35179,78,299,1017,1861
training,052,75,72620,32092,3352,37079,97,349,878,2125
training,052,76,71431,32692,3183,35544,12,378,565,2240
training,052,77,71705,33240,2954,35501,10,407,281,2266
training,052,78,71740,34004,2494,35236,6,448,0,2046
training,052,79,73711,33839,2619,37232,21,481,0,2138
training,053,0,68695,23753,2296,42627,19,89,0,2207
training,053,1,67443,24303,2557,40558,25,95,0,2462
training,053,2,67493,24241,2919,40307,26,119,0,2800
training,053,3,67531,23489,3394,40632,16,140,0,3254
training,053,4,69336,22807,3704,42791,34,141,0,3563
training,053,5,67431,21533,4450,41400,48,176,0,4274
training,053,6,67490,20026,5755,41655,54,224,0,5531
training,053,7,67793,20330,5179,42237,47,288,0,4891
training,053,8,69329,20539,3811,44958,21,349,0,3462
training,053,9,67048,21324,2425,43269,30,405,0,2020
training,053,10,67941,23973,1047,42880,41,495,0,552
training,053,11,69076,27015,615,41406,40,608,0,7
training,053,12,71574,28936,661,41921,56,661,0,0
training,053,13,69371,28853,662,39845,11,662,0,0
training,053,14,68279,27124,609,40526,20,609,0,0
training,053,15,67766,25708,565,41469,24,565,0,0
training,053,16,69638,26087,556,42967,28,556,0,0
training,053,17,67772,27995,579,39171,27,579,0,0
training,053,18,68277,29857,621,37778,21,621,0,0
training,053,19,68425,30734,629,37042,20,628,0,1
training,053,20,69696,29883,610,39155,48,610,0,0
training,053,21,67079,27530,543,38966,40,543,0,0
training,053,22,66439,26309,522,39557,51,522,0,0
training,053,23,66715,26867,527,39274,47,527,0,0
training,053,24,69282,28352,556,40332,42,556,0,0
training,053,25,67824,28801,586,38374,63,586,0,0
training,053,26,67448,27561,581,39238,68,581,0,0
training,053,27,66758,26252,562,39863,81,561,0,1
training,053,28,66364,26385,567,39364,48,567,0,0
training,053,29,66882,27721,584,38566,11,584,0,0
training,053,30,67379,28986,612,37767,14,612,0,0
training,053,31,69580,29849,652,39069,10,648,0,4
training,053,32,67277,29684,647,36941,5,646,0,1
training,053,33,66869,29359,640,36867,3,635,0,5
training,053,34,66687,29441,648,36589,9,644,1,3
training,053,35,69016,29635,648,38719,14,648,0,0
training,053,36,67298,29668,659,36958,13,657,0,2
training,053,37,67331,29339,646,37327,19,646,0,0
training,053,38,67385,28911,654,37804,16,649,0,5
training,053,39,69302,28850,660,39761,31,658,0,2
training,053,40,67994,29291,693,37984,26,686,1,6
training,053,41,68581,29647,674,38240,20,674,0,0
training,053,42,68535,29572,653,38287,23,648,2,3
training,053,43,70224,29472,660,40077,15,649,1,10
training,053,44,68472,29332,656,38464,20,646,1,9
training,053,45,68821,29773,659,38379,10,648,5,6
training,053,46,69091,30160,682,38231,18,677,0,5
training,053,47,71142,30176,744,40208,14,726,9,9
training,053,48,69164,29687,763,38700,14,754,0,9
training,053,49,69115,29666,818,38623,8,807,9,2
training,053,50,68906,29580,849,38463,14,831,6,12
training,053,51,70775,29937,794,40016,28,768,1,25
training,053,52,68778,30195,687,37883,13,670,8,9
training,053,53,68796,29900,568,38301,27,554,1,13
training,053,54,68708,30154,405,38130,19,380,0,25
training,053,55,70652,30523,156,39959,14,142,5,9
training,053,56,68700,30313,173,38195,19,153,8,12
training,053,57,68468,29585,205,38665,13,176,1,28
training,053,58,68182,29009,225,38934,14,207,5,13
training,053,59,69688,28545,325,40796,22,289,17,19
training,053,60,68017,28526,412,39063,16,378,8,26
training,053,61,67999,28717,508,38746,28,476,0,32
training,053,62,70021,28646,589,40751,35,557,1,31
training,053,63,68053,28472,718,38840,23,681,17,20
training,053,64,68031,27663,957,39394,17,921,4,32
training,053,65,67882,27591,958,39308,25,899,18,41
training,053,66,69483,27790,892,40776,25,836,15,41
training,053,67,67998,28371,904,38690,33,877,8,19
training,053,68,68274,28574,1047,38604,49,988,2,57
training,053,69,67859,28683,938,38194,44,891,23,24
training,053,70,69621,28574,918,40102,27,869,9,40
training,053,71,67934,28783,949,38156,46,890,13,46
training,053,72,68993,28838,1068,39065,22,1020,14,34
training,053,73,69200,28937,893,39361,9,833,29,31
training,053,74,71300,28750,911,41616,23,834,19,58
training,053,75,69362,28817,940,39588,17,877,17,46
training,053,76,69484,28497,1052,39916,19,981,32,39
training,053,77,69364,29161,929,39253,21,853,11,65
training,053,78,71465,29368,986,41088,23,900,32,54
training,053,79,69417,29669,1054,38660,34,959,17,78
training,056,0,67710,21689,4368,41587,66,951,112,3305
training,056,1,67710,21694,4379,41571,66,950,108,3321
training,056,2,68914,23001,4199,41708,6,1054,95,3050
training,056,3,69866,25030,2673,42152,11,1073,95,1505
training,056,4,71609,25998,1390,44212,9,1214,79,97
training,056,5,69948,25759,1252,42930,7,1083,69,100
training,056,6,69806,25537,1044,43219,6,932,0,112
training,056,7,69197,24783,946,43457,11,832,0,114
training,056,8,69850,24070,713,45059,8,598,0,115
training,056,9,67667,23357,729,43574,7,606,0,123
training,056,10,67407,23367,742,43283,15,619,0,123
training,056,11,69659,24949,786,43918,6,640,0,146
training,056,12,68399,25621,753,42010,15,587,0,166
training,056,13,68342,25635,784,41910,13,612,0,172
training,056,14,68059,25305,880,41866,8,690,0,190
training,056,15,68868,24661,972,43214,21,781,0,191
training,056,16,67167,24691,931,41538,7,735,0,196
training,056,17,67652,25669,882,41099,2,655,0,227
training,056,18,68158,26973,861,40321,3,618,0,243
training,056,19,70142,27873,926,41341,2,657,0,269
training,056,20,68481,27571,896,40010,4,633,0,263
training,056,21,68253,26799,939,40509,6,629,0,310
training,056,22,67697,26048,998,40649,2,662,0,336
training,056,23,69099,25787,1083,42223,6,719,0,364
training,056,24,68240,26110,1090,41033,7,741,0,349
training,056,25,68844,26265,1101,41469,9,689,0,412
training,056,26,69050,26020,1018,42007,5,589,0,429
training,056,27,70242,25502,935,43787,18,479,0,456
training,056,28,68500,24838,959,42691,12,482,0,477
training,056,29,68690,24665,989,43020,16,497,0,492
training,056,30,69420,24828,1048,43522,22,545,0,503
training,056,31,71546,25207,1111,45203,25,608,0,503
training,056,32,69956,25431,1161,43337,27,632,0,529
training,056,33,69792,24992,1213,43562,25,685,0,528
training,056,34,69397,24247,1163,43975,12,612,0,551
training,056,35,70546,23652,1115,45767,12,525,0,590
training,056,36,69086,23716,1150,44191,29,560,0,590
training,056,37,69629,24326,1217,43924,162,588,0,629
training,056,38,70109,25367,1247,43475,20,651,0,596
training,056,39,71912,25807,1423,44660,22,754,0,669
training,056,40,70034,25753,1501,42766,14,818,0,683
training,056,41,69647,25331,1586,42713,17,873,0,713
training,056,42,69464,24930,1621,42905,8,885,0,736
training,056,43,68858,25244,1449,42159,6,653,0,796
training,056,44,69321,25777,1521,42014,9,694,0,827
training,056,45,69868,26731,1603,41529,5,741,0,862
training,056,46,71829,27644,1760,42410,15,801,0,959
training,056,47,70330,28289,1952,40054,35,887,0,1065
training,056,48,70414,28466,2050,39874,24,930,0,1120
training,056,49,69920,28210,2228,39473,9,985,0,1243
training,056,50,70911,27861,2381,40661,8,1049,0,1332
training,056,51,69527,28233,2527,38763,4,1033,0,1494
training,056,52,69695,28999,2700,37990,6,995,0,1705
training,056,53,70072,29818,2846,37403,5,925,0,1921
training,056,54,71977,30900,3051,38021,5,914,0,2137
training,056,55,70101,31837,3220,35036,8,967,0,2253
training,056,56,70183,31753,3205,35207,18,1017,0,2188
training,056,57,70127,31642,3254,35217,14,1103,0,2151
training,056,58,71645,31557,3106,36971,11,1190,0,1916
training,056,59,69844,31250,3109,35472,13,1319,0,1790
training,056,60,70100,31375,2936,35778,11,1360,0,1576
training,056,61,70391,31531,3062,35784,14,1434,0,1628
training,056,62,72328,32071,2987,37252,18,1512,0,1475
training,056,63,70631,32313,2836,35463,19,1547,0,1289
training,056,64,70385,31873,2650,35833,29,1558,0,1092
training,056,65,70301,31559,2239,36473,30,1583,0,656
training,056,66,71709,30925,2254,38490,40,1636,0,618
training,056,67,69716,30246,2317,37119,34,1705,0,612
training,056,68,70066,30118,2317,37601,30,1714,0,603
training,056,69,70556,30558,2294,37670,34,1706,0,588
training,056,70,72912,30883,2227,39759,43,1630,0,597
training,056,71,70905,30178,2284,38402,41,1659,0,625
training,056,72,70666,29045,2285,39275,61,1645,0,640
training,056,73,70539,27783,2310,40409,37,1686,0,624
training,056,74,71981,26548,2464,42929,40,1757,0,707
training,056,75,69607,24869,2565,42123,50,1592,0,973
training,056,76,69288,24084,2468,42684,52,1565,0,903
training,056,77,71106,23428,2375,45240,63,1586,0,789
training,056,78,69350,23051,2394,43846,59,1662,0,732
training,056,79,69350,23038,2392,43861,59,1656,0,736
training,057,0,65727,30668,2238,32801,20,2173,13,52
training,057,1,67934,30429,2217,35270,18,2141,19,57
training,057,2,66098,30205,2130,33734,29,2067,2,61
training,057,3,65837,29829,2100,33899,9,2023,14,63
training,057,4,68507,29853,2101,36545,8,2017,15,69
training,057,5,66952,30177,2157,34601,17,2069,15,73
training,057,6,66855,30863,2235,33747,10,2138,15,82
training,057,7,69666,31278,2329,36053,6,2216,17,96
training,057,8,68053,31628,2343,34076,6,2231,18,94
training,057,9,67906,31827,2270,33794,15,2145,19,106
training,057,10,70603,31995,2204,36393,11,2063,17,124
training,057,11,68772,32085,2126,34557,4,1970,27,129
training,057,12,68170,31960,2136,34065,9,1978,25,133
training,057,13,70564,31536,2079,36944,5,1898,29,152
training,057,14,68435,31041,2140,35243,11,1971,31,138
training,057,15,67953,30568,2171,35204,10,1961,32,178
training,057,16,70355,30320,2252,37776,7,1973,49,230
training,057,17,68285,30416,2105,35755,9,1850,40,215
training,057,18,68013,30527,2233,35243,10,1899,43,291
training,057,19,70587,30625,2242,37715,5,1860,56,326
training,057,20,68846,30819,2080,35943,4,1666,69,345
training,057,21,68164,30853,1972,35329,10,1491,71,410
training,057,22,70753,30542,2057,38147,7,1516,85,456
training,057,23,68684,30243,2280,36154,7,1690,93,497
training,057,24,68123,29975,2401,35735,12,1749,94,558
training,057,25,70658,30141,2426,38070,21,1683,122,621
training,057,26,68546,30255,2416,35853,22,1606,114,696
training,057,27,68054,30250,2405,35394,5,1496,130,779
training,057,28,70259,29795,2510,37949,5,1479,170,861
training,057,29,67295,28682,2484,36113,16,1428,67,989
training,057,30,69697,28768,2429,38492,8,1634,71,724
training,057,31,67549,29630,2142,35768,9,1602,81,459
training,057,32,67148,29857,2141,35138,12,1464,85,592
training,057,33,69432,30047,1899,37455,31,1326,97,476
training,057,34,67660,29966,1740,35921,33,1337,147,256
training,057,35,66830,29877,1297,35619,37,1297,0,0
training,057,36,68902,28872,1384,38607,39,1384,0,0
training,057,37,66880,27919,1601,37330,30,1601,0,0
training,057,38,66692,27049,1571,38049,23,1571,0,0
training,057,39,69039,27922,1299,39813,5,1299,0,0
training,057,40,67447,29197,1099,37144,7,1099,0,0
training,057,41,67208,31361,995,34837,15,995,0,0
training,057,42,69564,31747,938,36874,5,938,0,0
training,057,43,68009,32007,989,35008,5,989,0,0
training,057,44,67608,32221,1061,34318,8,1061,0,0
training,057,45,69955,32593,915,36429,18,915,0,0
training,057,46,67969,32625,784,34550,10,784,0,0
training,057,47,67239,32244,825,34157,13,825,0,0
training,057,48,69399,31632,921,36829,17,921,0,0
training,057,49,67405,31495,872,35020,18,872,0,0
training,057,50,66942,31609,788,34528,17,788,0,0
training,057,51,69053,31697,806,36536,14,806,0,0
training,057,52,67122,31750,846,34512,14,846,0,0
training,057,53,66702,32468,941,33283,10,941,0,0
training,057,54,69174,33622,1088,34451,13,1088,0,0
training,057,55,67541,33546,1319,32668,8,1319,0,0
training,057,56,66501,31845,1109,33536,11,1109,0,0
training,057,57,68020,29248,710,38053,9,710,0,0
training,057,58,65902,27573,686,37625,18,686,0,0
training,057,59,66061,28871,769,36413,8,769,0,0
training,057,60,69590,31982,926,36672,10,926,0,0
training,057,61,68230,33984,1030,33202,14,1030,0,0
training,057,62,69475,32183,748,36527,17,748,0,0
training,057,63,67177,30969,758,35430,20,758,0,0
training,057,64,66508,30855,807,34833,13,807,0,0
training,057,65,68943,31338,879,36718,8,879,0,0
training,057,66,67359,31773,939,34637,10,939,0,0
training,057,67,67797,31179,848,35764,6,848,0,0
training,057,68,69817,30727,717,38368,5,717,0,0
training,057,69,68158,30336,763,37052,7,763,0,0
training,057,70,68104,31061,816,36220,7,816,0,0
training,057,71,69956,31131,821,37996,8,821,0,0
training,057,72,67871,30508,880,36481,2,880,0,0
training,057,73,67193,30591,831,35765,6,831,0,0
training,057,74,68811,30912,729,37160,10,729,0,0
training,057,75,67273,30898,746,35622,7,746,0,0
training,057,76,66626,30080,788,35757,1,788,0,0
training,057,77,68831,29267,805,38753,6,805,0,0
